"./results/1000li4.out";22,005,713,584;63,326,586;1,003,293,991;1,004,654;4.521749300
"./results/1000lu3.out";19,756,511,907;1,313,371,190;253,298,175;1,008,036;10.534060683
"./results/100lu2.out";19,868,708;64,778;334,996;2,516;0.004800038
"./results/1000li10.out";22,005,873,222;63,382,994;1,003,294,777;1,004,262;4.636292236
"./results/1000lu8.out";19,756,216,290;1,313,870,575;253,296,399;1,005,228;11.165649756
"./results/1000li5.out";22,005,853,528;63,436,567;1,003,294,784;1,004,347;4.590995140
"./results/100lu4.out";19,868,629;64,909;334,995;2,517;0.004891376
"./results/1000lu9.out";19,756,210,562;1,312,072,586;253,296,393;1,005,677;11.185631998
"./results/100li5.out";22,119,270;68,127;1,084,989;12,468;0.005530406
"./results/100li4.out";22,118,861;67,798;1,084,991;12,471;0.005300968
"./results/1000lu6.out";19,757,194,812;1,313,212,629;253,302,024;1,010,461;11.295386675
"./results/100lu9.out";19,869,121;65,514;334,999;2,724;0.008880017
"./results/1000lu10.out";19,756,425,525;1,312,386,588;253,297,222;1,007,119;10.987535985
"./results/1000li6.out";22,005,853,747;63,365,650;1,003,294,763;1,004,115;4.577263132
"./results/100lu1.out";19,868,770;65,341;334,997;2,523;0.005097737
"./results/1000li9.out";22,006,123,943;63,449,385;1,003,296,360;1,005,348;4.648119904
"./results/1000lu2.out";19,756,267,371;1,313,927,331;253,297,269;1,007,700;9.035299501
"./results/100li2.out";22,119,026;68,019;1,084,986;12,542;0.006473777
"./results/100lu6.out";19,868,559;64,606;335,003;3,037;0.004966569
"./results/100li7.out";22,119,270;67,982;1,084,986;12,421;0.006158773
"./results/1000li2.out";22,005,812,834;63,295,339;1,003,294,728;1,005,052;4.434211775
"./results/1000li8.out";22,005,751,308;63,330,549;1,003,294,137;1,004,056;4.588755696
"./results/100lu3.out";19,868,879;64,737;334,997;2,574;0.005717767
"./results/1000lu7.out";19,756,200,952;1,313,291,887;253,296,268;1,004,771;10.998246442
"./results/100lu10.out";19,871,232;66,562;335,005;2,484;0.005843576
"./results/1000li7.out";22,005,746,399;63,312,634;1,003,293,976;1,003,769;4.542755858
"./results/1000lu1.out";19,755,958,651;1,310,718,675;253,295,963;1,006,430;8.331753403
"./results/1000li1.out";22,005,764,112;63,276,648;1,003,294,483;1,004,657;4.414300023
"./results/100li6.out";22,118,536;67,737;1,084,982;12,393;0.005225338
"./results/1000lu4.out";19,756,606,253;1,313,306,119;253,298,680;1,010,275;11.274212454
"./results/100lu8.out";19,869,019;64,795;334,998;2,319;0.004780836
"./results/1000lu5.out";19,756,200,100;1,311,691,446;253,296,392;1,005,868;11.150338546
"./results/100li10.out";22,119,053;67,824;1,084,984;12,436;0.005829457
"./results/100li8.out";22,118,954;67,951;1,084,984;12,315;0.005308580
"./results/100li3.out";22,118,895;67,763;1,084,992;12,434;0.005566125
"./results/100li1.out";22,118,961;67,934;1,084,986;12,462;0.006520055
"./results/100lu5.out";19,868,599;64,556;334,995;2,427;0.004946432
"./results/100lu7.out";19,869,168;65,262;334,997;2,521;0.005034442
"./results/1000li3.out";22,005,776,694;63,346,739;1,003,294,678;1,006,078;4.498582300
"./results/100li9.out";22,119,163;67,693;1,084,997;12,394;0.008689683
